offer_id,bundle_type,product_id,product_name,price,product_type,unit_in_mb,validity_in_days,type,units_minutes,units_sms,Data,Data_social,Min,Min_Flex,IDD,Dial,Owner,ui_product_id,ui_msg_id,atl_btl_channel,whitelist,action_family,target_intents,expected_lift_percent,offer_rationale,offer_name,offer_type,campaign_intent,benefit,validity_days,eligible_usage_segment,eligible_rfm_segment,estimated_arpu_lift,estimated_data_lift_gb,estimated_save_rate,cost_per_user,margin_impact,description
USG_1121460,National Voice,USG_1121460,Monthly 150 National Minutes plan- 28 days,2,NV,0,28,Addon,150,0,0,0,150,0,0,,Omantel,"7,823",717,ATL,yes,cross_sell|retention|bundle,cross_sell|reactivate_inactive,5.2,"NV bundle, 2.0 OR for 28.0 days",Monthly 150 National Minutes plan- 28 days,nv,cross_sell,150 minutes,28,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,1.25,0.0,0.05,1.2,neutral,"National Voice — Monthly 150 National Minutes plan- 28 days: 150 minutes. NV bundle, 2.0 OR for 28.0 days."
USG_1130010,SMS Pack,USG_1130010,100 SMS Pack,0.75,SMS,0,30,Addon,0,100,0,0,0,0,0,,Omantel,"7,894",715,ATL,yes,light_nbo|cross_sell,recommend_best_campaign,3.8,"SMS bundle, 0.75 OR for 30.0 days",100 SMS Pack,sms,recommend_best_campaign,100 SMS,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.34,0.0,0.023,0.45,positive,"SMS Pack — 100 SMS Pack: 100 SMS. SMS bundle, 0.75 OR for 30.0 days."
7858,Data BTL Weekly,7858,12 GB Weekly for only RO 5,5,DATA,"12,288",7,Addon,0,0,12,0,0,0,0,*171*826#,Omantel,"7,858","2,568",BTL,yes,upsell|cross_sell|bundle,increase_arpu|increase_data_usage|increase_activity,8.5,"DATA bundle, 5.0 OR for 7.0 days",12 GB Weekly for only RO 5,data,increase_arpu,12GB data,7,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,5.1,3.6,0.0,3.0,positive,"Data BTL Weekly — 12 GB Weekly for only RO 5: 12GB data. DATA bundle, 5.0 OR for 7.0 days."
USG_1120940,UAE IDD,USG_1120940,UAE Etisalat 30 Days Pack,5,IDD,0,30,Addon,500,0,0,0,0,0,500,,Omantel,"7,891",744,ATL,yes,cross_sell|premium_bundle,cross_sell,5.9,"IDD bundle, 5.0 OR for 30.0 days",UAE Etisalat 30 Days Pack,idd,cross_sell,500 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,3.54,0.0,0.0,3.0,positive,"UAE IDD — UAE Etisalat 30 Days Pack: 500 minutes. IDD bundle, 5.0 OR for 30.0 days."
USG_1140950,Hayyak,USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,DATA,"2,048",2,Addon,0,0,2,0,0,0,0,,Omantel,"8,044",696,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,5.2,"DATA bundle, 2.0 OR for 2.0 days",Hayyak 2 GB 2 RO 2 Days,data,increase_data_usage,2GB data,2,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.25,0.6,0.0,1.2,positive,"Hayyak — Hayyak 2 GB 2 RO 2 Days: 2GB data. DATA bundle, 2.0 OR for 2.0 days."
7843,Data BTL Monthly,7843,RO1 - 10GB Data,1,DATA,"10,240",28,Addon,0,0,10,0,0,0,0,*171*811#,Omantel,"7,843","2,554",BTL,yes,light_nbo|gentle_nbo|reactivation,increase_data_usage|reactivate_inactive,4.1,"DATA bundle, 1.0 OR for 28.0 days",RO1 - 10GB Data,data,increase_data_usage,10GB data,28,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.49,3.0,0.024,0.6,neutral,"Data BTL Monthly — RO1 - 10GB Data: 10GB data. DATA bundle, 1.0 OR for 28.0 days."
8863,Combo BTL Monthly,8863,NBE_Prepaid_RO24_80GB_2000MIN_28D,24,COMBO,"81,920",28,,"2,000",0,80,0,2000,[NULL],[NULL],*171*801#,Omantel,"8,863","2,678",BTL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 24.0 OR for 28.0 days",NBE_Prepaid_RO24_80GB_2000MIN_28D,combo,increase_arpu,"80GB data, 2000 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,72.0,24.0,0.0,14.4,positive,"Combo BTL Monthly — NBE_Prepaid_RO24_80GB_2000MIN_28D: 80GB data, 2000 minutes. COMBO bundle, 24.0 OR for 28.0 days."
USG_1121090,Hayyak Voice,USG_1121090,Hayyak Voice Add-ons - 100 Min Pakistan,2,IDD,0,30,Addon,100,0,0,0,0,0,100,,Omantel,"7,814",695,ATL,yes,cross_sell|premium_bundle,cross_sell,3.6,"IDD bundle, 2.0 OR for 30.0 days",Hayyak Voice Add-ons - 100 Min Pakistan,idd,cross_sell,100 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,0.0,0.0,1.2,positive,"Hayyak Voice — Hayyak Voice Add-ons - 100 Min Pakistan: 100 minutes. IDD bundle, 2.0 OR for 30.0 days."
USG_1171000,Hayyak Plus,USG_1171000,Hayyak Plus 7,7,COMBO,"7,168",28,Master,150,0,7,0,0,150,0,,Omantel,"7,826",711,ATL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,10.7,"COMBO bundle, 7.0 OR for 28.0 days",Hayyak Plus 7,combo,increase_arpu,"7GB data, 150 minutes",28,medium|high,Loyal Customers|Potential Loyalist|Champions,8.99,2.1,0.0,4.2,positive,"Hayyak Plus — Hayyak Plus 7: 7GB data, 150 minutes. COMBO bundle, 7.0 OR for 28.0 days."
USG_1140840,MBB Data,USG_1140840,MBB 2 GB Weekly - 3 RO,3,DATA,"2,048",7,Addon,0,0,2,0,0,0,0,,Omantel,"7,832",713,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|increase_activity,6.3,"DATA bundle, 3.0 OR for 7.0 days",MBB 2 GB Weekly - 3 RO,data,increase_data_usage,2GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,2.27,0.6,0.0,1.8,positive,"MBB Data — MBB 2 GB Weekly - 3 RO: 2GB data. DATA bundle, 3.0 OR for 7.0 days."
USG_1120500,Marhaba World,USG_1120500,Marhaba World 17Minutes to EGYPT,1,IDD,0,7,Addon,17,0,0,0,0,0,17,,Omantel,"8,065",777,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 17Minutes to EGYPT,idd,cross_sell,17 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 17Minutes to EGYPT: 17 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1140420,MBB Data,USG_1140420,Weekly 1GB Auto Renewal Plan,3,DATA,"1,024",7,Addon,0,0,1,0,0,0,0,,Omantel,"8,050",789,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|increase_activity,6.3,"DATA bundle, 3.0 OR for 7.0 days",Weekly 1GB Auto Renewal Plan,data,increase_data_usage,1GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,2.27,0.3,0.0,1.8,positive,"MBB Data — Weekly 1GB Auto Renewal Plan: 1GB data. DATA bundle, 3.0 OR for 7.0 days."
7854,Data BTL Weekly,7854,5GB Weekly for only RO 2,2,DATA,"5,120",7,Addon,0,0,5,0,0,0,0,*171*825#,Omantel,"7,854","2,564",BTL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,5.2,"DATA bundle, 2.0 OR for 7.0 days",5GB Weekly for only RO 2,data,increase_data_usage,5GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.25,1.5,0.0,1.2,positive,"Data BTL Weekly — 5GB Weekly for only RO 2: 5GB data. DATA bundle, 2.0 OR for 7.0 days."
USG_1170890,Tourist,USG_1170890,Tourist-Unlimited,20,COMBO,"10,000,000.00",14,Master,100,0,999999,0,100 L+I,0,0,,Omantel,"7,880",743,ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell|cross_sell,25.0,"COMBO bundle, 20.0 OR for 14.0 days",Tourist-Unlimited,combo,increase_arpu,"9765GB data, 100 minutes",14,high|very_high,Loyal Customers|Potential Loyalist|Champions,60.0,2929.69,0.0,12.0,positive,"Tourist — Tourist-Unlimited: 9765GB data, 100 minutes. COMBO bundle, 20.0 OR for 14.0 days."
USG_1120010,IDD Voucher,USG_1120010,IDD Voucher - Standard,0.951,NV,0,7,Addon,35,0,0,0,0,35,0,,Omantel,"8,029",763,ATL,yes,reactivation|light_nbo,cross_sell|reactivate_inactive|increase_activity,4.0,"NV bundle, 0.951 OR for 7.0 days",IDD Voucher - Standard,nv,cross_sell,35 minutes,7,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,0.46,0.0,0.024,0.57,neutral,"IDD Voucher — IDD Voucher - Standard: 35 minutes. NV bundle, 0.951 OR for 7.0 days."
USG_1141600,MBB Data,USG_1141600,MBB 2GB Daily,1.5,DATA,"2,048",1,Addon,0,0,2,0,0,0,0,,Omantel,"7,833",734,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,4.7,"DATA bundle, 1.5 OR for 1.0 days",MBB 2GB Daily,data,increase_data_usage,2GB data,1,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.85,0.6,0.0,0.9,positive,"MBB Data — MBB 2GB Daily: 2GB data. DATA bundle, 1.5 OR for 1.0 days."
USG_1120410,Marhaba World,USG_1120410,Marhaba World 30Minutes to INDONESIA,1,IDD,0,7,Addon,30,0,0,0,0,0,30,,Omantel,"8,066",778,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 30Minutes to INDONESIA,idd,cross_sell,30 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 30Minutes to INDONESIA: 30 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1121440,National Voice,USG_1121440,Weekly 50 National Minutes plan ? 7 days,0.5,NV,0,7,Addon,50,0,0,0,50,0,0,,Omantel,"7,820",721,ATL,yes,cross_sell|retention|bundle,cross_sell|reactivate_inactive|increase_activity,3.5,"NV bundle, 0.5 OR for 7.0 days",Weekly 50 National Minutes plan ? 7 days,nv,cross_sell,50 minutes,7,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,0.21,0.0,0.043,0.3,neutral,"National Voice — Weekly 50 National Minutes plan ? 7 days: 50 minutes. NV bundle, 0.5 OR for 7.0 days."
USG_1170070,MBB Day night,USG_1170070,MBB Day night promotion - 10 days,3,DATA,"1,500",30,Addon,0,0,750 MB Day + 750 Night,0,0,0,0,,Omantel,"7,885",736,ATL,yes,upsell|cross_sell|bundle,increase_data_usage,6.3,"DATA bundle, 3.0 OR for 30.0 days",MBB Day night promotion - 10 days,data,increase_data_usage,1GB data,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,2.27,0.44,0.0,1.8,positive,"MBB Day night — MBB Day night promotion - 10 days: 1GB data. DATA bundle, 3.0 OR for 30.0 days."
USG_1120490,Marhaba World,USG_1120490,Marhaba World 15Minutes to BAHRAIN,1,IDD,0,7,Addon,15,0,0,0,0,0,15,,Omantel,"8,058",771,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 15Minutes to BAHRAIN,idd,cross_sell,15 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 15Minutes to BAHRAIN: 15 minutes. IDD bundle, 1.0 OR for 7.0 days."
7839,Data BTL Monthly,7839,RO1 - 5GB Data,1,DATA,"5,120",28,Addon,0,0,5,0,0,0,0,*171*828#,Omantel,"7,839","2,551",BTL,yes,light_nbo|gentle_nbo|reactivation,increase_data_usage|reactivate_inactive,4.1,"DATA bundle, 1.0 OR for 28.0 days",RO1 - 5GB Data,data,increase_data_usage,5GB data,28,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.49,1.5,0.024,0.6,neutral,"Data BTL Monthly — RO1 - 5GB Data: 5GB data. DATA bundle, 1.0 OR for 28.0 days."
7910,Data BTL Daily,7910,Daily 2GB for RO 1.5 only,1.5,DATA,"2,048",1,Addon,0,0,2,0,0,0,0,*171*818#,Omantel,"7,910","2,580",BTL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive|increase_activity,4.7,"DATA bundle, 1.5 OR for 1.0 days",Daily 2GB for RO 1.5 only,data,increase_data_usage,2GB data,1,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.85,0.6,0.0,0.9,positive,"Data BTL Daily — Daily 2GB for RO 1.5 only: 2GB data. DATA bundle, 1.5 OR for 1.0 days."
USG_1171510,Hayyak Plus,USG_1171510,Hayyak Plus 21,21,COMBO,"40,960",28,Master,650,0,40,20,650,0,0,*666*21#,Omantel,"8,888","2,600",ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 21.0 OR for 28.0 days",Hayyak Plus 21,combo,increase_arpu,"40GB data, 650 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,63.0,12.0,0.0,12.6,positive,"Hayyak Plus — Hayyak Plus 21: 40GB data, 650 minutes. COMBO bundle, 21.0 OR for 28.0 days."
USG_1130020,SMS Pack,USG_1130020,250 SMS Pack,1.75,SMS,0,30,Addon,0,250,0,0,0,0,0,,Omantel,"7,806",718,ATL,yes,light_nbo|cross_sell,recommend_best_campaign,4.9,"SMS bundle, 1.75 OR for 30.0 days",250 SMS Pack,sms,recommend_best_campaign,250 SMS,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.03,0.0,0.027,1.05,positive,"SMS Pack — 250 SMS Pack: 250 SMS. SMS bundle, 1.75 OR for 30.0 days."
USG_1120420,Marhaba World,USG_1120420,Marhaba World 14Minutes to SRI LANKA,1,IDD,0,7,Addon,14,0,0,0,0,0,14,,Omantel,"8,035",769,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,2.9,"IDD bundle, 1.0 OR for 7.0 days",Marhaba World 14Minutes to SRI LANKA,idd,cross_sell,14 minutes,7,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.35,0.0,0.0,0.6,positive,"Marhaba World — Marhaba World 14Minutes to SRI LANKA: 14 minutes. IDD bundle, 1.0 OR for 7.0 days."
USG_1121070,Hayyak Voice,USG_1121070,Hayyak Voice Add-ons - 300 Min Bangladesh,2,IDD,0,30,Addon,300,0,0,0,0,0,300,,Omantel,"7,892",697,ATL,yes,cross_sell|premium_bundle,cross_sell,3.6,"IDD bundle, 2.0 OR for 30.0 days",Hayyak Voice Add-ons - 300 Min Bangladesh,idd,cross_sell,300 minutes,30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,0.0,0.0,1.2,positive,"Hayyak Voice — Hayyak Voice Add-ons - 300 Min Bangladesh: 300 minutes. IDD bundle, 2.0 OR for 30.0 days."
USG_1171440,Hayyak Plus,USG_1171440,Hayyak Plus 3,3,COMBO,"1,536",7,Master,35,0,1.5,[NULL],35,0,0,*666*3#,Omantel,"8,881","2,593",ATL,yes,bundle|cross_sell|light_nbo,reduce_churn|recommend_best_campaign|increase_activity,6.3,"COMBO bundle, 3.0 OR for 7.0 days",Hayyak Plus 3,combo,reduce_churn,"1GB data, 35 minutes",7,low|medium,Loyal Customers|Potential Loyalist|Champions,2.27,0.45,0.032,1.8,positive,"Hayyak Plus — Hayyak Plus 3: 1GB data, 35 minutes. COMBO bundle, 3.0 OR for 7.0 days."
USG_1140760,Data Loan,USG_1140760,Data Loan - 1GB - 1 Day,1,DATA,"1,024",1,Addon,0,0,1,0,0,0,0,,Omantel,"8,020",754,ATL,yes,reactivation|light_nbo,increase_data_usage|reduce_churn|recommend_best_campaign|reactivate_inactive|increase_activity,4.0,"DATA bundle, 1.0 OR for 1.0 days",Data Loan - 1GB - 1 Day,data,increase_data_usage,1GB data,1,low|medium|high,Loyal Customers|Potential Loyalist|Champions,0.48,0.3,0.024,0.6,neutral,"Data Loan — Data Loan - 1GB - 1 Day: 1GB data. DATA bundle, 1.0 OR for 1.0 days."
7857,Hayyak BTL,7857,Monthly 5.5GB and 50 Flexi minutes,4,COMBO,"5,632",28,Addon,50,0,5.5,0,50,0,0,*171*817#,Omantel,"7,857","2,567",BTL,yes,bundle|cross_sell|light_nbo,reduce_churn|recommend_best_campaign,7.4,"COMBO bundle, 4.0 OR for 28.0 days",Monthly 5.5GB and 50 Flexi minutes,combo,reduce_churn,"5GB data, 50 minutes",28,low|medium,Loyal Customers|Potential Loyalist|Champions,3.55,1.65,0.036,2.4,positive,"Hayyak BTL — Monthly 5.5GB and 50 Flexi minutes: 5GB data, 50 minutes. COMBO bundle, 4.0 OR for 28.0 days."
USG_1170380,Jawazak,USG_1170380,Jawazak GCC 3 days - 7 OR,6,ROAMING,"2,048",3,Addon,15,0,2,0,15,0,0,,Omantel,"7,884",729,ATL,yes,cross_sell|premium_bundle,cross_sell,6.7,"ROAMING bundle, 6.0 OR for 3.0 days",Jawazak GCC 3 days - 7 OR,roaming,cross_sell,"2GB data, 15 minutes",3,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,4.82,0.6,0.0,3.6,positive,"Jawazak — Jawazak GCC 3 days - 7 OR: 2GB data, 15 minutes. ROAMING bundle, 6.0 OR for 3.0 days."
7841,Combo BTL Monthly,7841,RO1 - 1.5GB and 15 Minutes,1,COMBO,"1,536",28,Addon,15,0,1.5,0,15,0,0,,Omantel,"7,841","2,552",BTL,yes,bundle|cross_sell|light_nbo,reduce_churn|recommend_best_campaign,4.1,"COMBO bundle, 1.0 OR for 28.0 days",RO1 - 1.5GB and 15 Minutes,combo,reduce_churn,"1GB data, 15 minutes",28,low|medium,Loyal Customers|Potential Loyalist|Champions,0.49,0.45,0.024,0.6,positive,"Combo BTL Monthly — RO1 - 1.5GB and 15 Minutes: 1GB data, 15 minutes. COMBO bundle, 1.0 OR for 28.0 days."
USG_1150240,Hayyak Extra,USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,NV,0,15,Addon,0,0,0,0,0,0,0,,Omantel,"8,024",758,ATL,yes,retention|reactivation,cross_sell|reduce_churn|recommend_best_campaign,4.0,"NV bundle, 3.0 OR for 15.0 days",Hayyak Extra - 15% Extra Topup - 15 days,nv,cross_sell,Hayyak Extra - 15% Extra Topup - 15 days,15,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,1.44,0.0,0.055,1.8,neutral,"Hayyak Extra — Hayyak Extra - 15% Extra Topup - 15 days: Hayyak Extra - 15% Extra Topup - 15 days. NV bundle, 3.0 OR for 15.0 days."
USG_1141450,Jawazak,USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,ROAMING,"1,024",1,Addon,0,0,1,0,0,0,0,,Omantel,"7,881",728,ATL,yes,cross_sell|premium_bundle,cross_sell|increase_activity,5.2,"ROAMING bundle, 4.0 OR for 1.0 days",Jawazak GCC 1GB - 1Day - 4 OMR,roaming,cross_sell,1GB data,1,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,2.5,0.3,0.0,2.4,positive,"Jawazak — Jawazak GCC 1GB - 1Day - 4 OMR: 1GB data. ROAMING bundle, 4.0 OR for 1.0 days."
8860,Combo BTL Monthly,8860,NBE_Prepaid_RO8_20GB_400MIN_28D,8,COMBO,"20,480",28,,400,0,20,0,400,[NULL],[NULL],*171*804#,Omantel,"8,860","2,681",BTL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,13.0,"COMBO bundle, 8.0 OR for 28.0 days",NBE_Prepaid_RO8_20GB_400MIN_28D,combo,increase_arpu,"20GB data, 400 minutes",28,medium|high,Loyal Customers|Potential Loyalist|Champions,12.48,6.0,0.0,4.8,positive,"Combo BTL Monthly — NBE_Prepaid_RO8_20GB_400MIN_28D: 20GB data, 400 minutes. COMBO bundle, 8.0 OR for 28.0 days."
USG_1170880,Tourist,USG_1170880,Tourist-10,10,COMBO,"15,360",14,Master,75,0,15,0,75 L+I,0,0,,Omantel,"7,879",741,ATL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell|cross_sell,15.4,"COMBO bundle, 10.0 OR for 14.0 days",Tourist-10,combo,increase_arpu,"15GB data, 75 minutes",14,medium|high,Loyal Customers|Potential Loyalist|Champions,18.48,4.5,0.0,6.0,positive,"Tourist — Tourist-10: 15GB data, 75 minutes. COMBO bundle, 10.0 OR for 14.0 days."
7875,Hayyak BTL,7875,Monthly 50GB and 650 flexi minutes,20,COMBO,"51,200",28,Addon,650,0,50,0,650,0,0,*171*827#,Omantel,"7,875","2,578",BTL,yes,premium_upsell|bundle|upsell,increase_arpu|upsell,25.0,"COMBO bundle, 20.0 OR for 28.0 days",Monthly 50GB and 650 flexi minutes,combo,increase_arpu,"50GB data, 650 minutes",28,high|very_high,Loyal Customers|Potential Loyalist|Champions,60.0,15.0,0.0,12.0,positive,"Hayyak BTL — Monthly 50GB and 650 flexi minutes: 50GB data, 650 minutes. COMBO bundle, 20.0 OR for 28.0 days."
USG_1140520,MBB Data,USG_1140520,MBB 300MB Monthly Auto Renewal Plan,2,DATA,307.2,30,Addon,0,0,0.3,0,0,0,0,,Omantel,"7,815",714,ATL,yes,upsell|cross_sell|bundle,increase_data_usage|reactivate_inactive,5.2,"DATA bundle, 2.0 OR for 30.0 days",MBB 300MB Monthly Auto Renewal Plan,data,increase_data_usage,307MB data,30,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.25,0.09,0.0,1.2,positive,"MBB Data — MBB 300MB Monthly Auto Renewal Plan: 307MB data. DATA bundle, 2.0 OR for 30.0 days."
USG_1170540,Hayyak Data,USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,DATA,"14,336",28,Master,0,0,14,0,0,0,0,,Omantel,"7,801",727,ATL,yes,premium_upsell|upsell|bundle,increase_arpu|increase_data_usage,14.0,"DATA bundle, 10.0 OR for 28.0 days",Hayyak Data only 7 GB 10 RO Monthly,data,increase_arpu,14GB data,28,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,16.8,4.2,0.0,6.0,positive,"Hayyak Data — Hayyak Data only 7 GB 10 RO Monthly: 14GB data. DATA bundle, 10.0 OR for 28.0 days."
7855,Data BTL Weekly,7855,7 GB Weekly for only RO 3,3,DATA,"7,168",7,Addon,0,0,7,0,0,0,0,*171*824#,Omantel,"7,855","2,565",BTL,yes,upsell|cross_sell|bundle,increase_data_usage|increase_activity,6.3,"DATA bundle, 3.0 OR for 7.0 days",7 GB Weekly for only RO 3,data,increase_data_usage,7GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,2.27,2.1,0.0,1.8,positive,"Data BTL Weekly — 7 GB Weekly for only RO 3: 7GB data. DATA bundle, 3.0 OR for 7.0 days."
USG_1141130,Hayyak Plus,USG_1141130,Hayyak Plus MBB 5GB,5,DATA,"5,120",30,Addon,0,0,5,0,0,0,0,,Omantel,"7,882",699,ATL,yes,upsell|cross_sell|bundle,increase_arpu|increase_data_usage,8.5,"DATA bundle, 5.0 OR for 30.0 days",Hayyak Plus MBB 5GB,data,increase_arpu,5GB data,30,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,5.1,1.5,0.0,3.0,positive,"Hayyak Plus — Hayyak Plus MBB 5GB: 5GB data. DATA bundle, 5.0 OR for 30.0 days."
8855,Combo BTL Monthly,8855,NBE_Prepaid_RO3_6GB_100MIN_28D,3,COMBO,"6,144",28,,100,0,6,0,100,[NULL],[NULL],*171*809#,Omantel,"8,855","2,686",BTL,yes,bundle|cross_sell|light_nbo,reduce_churn|recommend_best_campaign,6.3,"COMBO bundle, 3.0 OR for 28.0 days",NBE_Prepaid_RO3_6GB_100MIN_28D,combo,reduce_churn,"6GB data, 100 minutes",28,low|medium,Loyal Customers|Potential Loyalist|Champions,2.27,1.8,0.032,1.8,positive,"Combo BTL Monthly — NBE_Prepaid_RO3_6GB_100MIN_28D: 6GB data, 100 minutes. COMBO bundle, 3.0 OR for 28.0 days."
USG_1140960,Hayyak,USG_1140960,Hayyak 3 GB 7 RO Monthly,7,DATA,"3,072",30,Addon,0,0,3,0,0,0,0,,Omantel,"7,819",722,ATL,yes,premium_upsell|upsell|bundle,increase_arpu|increase_data_usage,10.7,"DATA bundle, 7.0 OR for 30.0 days",Hayyak 3 GB 7 RO Monthly,data,increase_arpu,3GB data,30,medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,8.99,0.9,0.0,4.2,positive,"Hayyak — Hayyak 3 GB 7 RO Monthly: 3GB data. DATA bundle, 7.0 OR for 30.0 days."
USG_1150260,Hayyak Extra,USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,NV,0,30,Addon,0,0,0,0,0,0,0,,Omantel,"8,026",760,ATL,yes,retention|reactivation,cross_sell|reduce_churn|recommend_best_campaign,4.0,"NV bundle, 10.0 OR for 30.0 days",Hayyak Extra - 25% Extra Topup - 30 days,nv,cross_sell,Hayyak Extra - 25% Extra Topup - 30 days,30,Zero|low|medium,Loyal Customers|Potential Loyalist|Champions,4.8,0.0,0.09,6.0,neutral,"Hayyak Extra — Hayyak Extra - 25% Extra Topup - 30 days: Hayyak Extra - 25% Extra Topup - 30 days. NV bundle, 10.0 OR for 30.0 days."
7850,Combo BTL Monthly,7850,RO8 - 16GB and 400 Minutes,8,COMBO,"16,384",28,Addon,400,0,16,0,400,0,0,,Omantel,"7,850","2,560",BTL,yes,upsell|bundle|cross_sell,increase_arpu|upsell,13.0,"COMBO bundle, 8.0 OR for 28.0 days",RO8 - 16GB and 400 Minutes,combo,increase_arpu,"16GB data, 400 minutes",28,medium|high,Loyal Customers|Potential Loyalist|Champions,12.48,4.8,0.0,4.8,positive,"Combo BTL Monthly — RO8 - 16GB and 400 Minutes: 16GB data, 400 minutes. COMBO bundle, 8.0 OR for 28.0 days."
USG_1140770,Data Loan,USG_1140770,Data Loan - 1GB - 7 Days,3,DATA,"1,024",7,Addon,0,0,1,0,0,0,0,,Omantel,"8,021",755,ATL,yes,reactivation|light_nbo,increase_data_usage|reduce_churn|recommend_best_campaign|increase_activity,4.0,"DATA bundle, 3.0 OR for 7.0 days",Data Loan - 1GB - 7 Days,data,increase_data_usage,1GB data,7,low|medium|high,Loyal Customers|Potential Loyalist|Champions,1.44,0.3,0.032,1.8,neutral,"Data Loan — Data Loan - 1GB - 7 Days: 1GB data. DATA bundle, 3.0 OR for 7.0 days."
USG_1170570,IDD,USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,IDD,204.8,30,Addon,100,0,0.2,0,0,0,100,,Omantel,"8,049",788,ATL,yes,cross_sell|premium_bundle,cross_sell,3.6,"IDD bundle, 2.0 OR for 30.0 days",IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,idd,cross_sell,"204MB data, 100 minutes",30,low|medium|high|very_high,Loyal Customers|Potential Loyalist|Champions,0.86,0.06,0.0,1.2,positive,"IDD — IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack: 204MB data, 100 minutes. IDD bundle, 2.0 OR for 30.0 days."
